Date,2x LETF Change,3x LETF Change
2022-04-06,-1.9524,-2.9256
2022-04-05,-2.48722,-3.7273
2022-04-04,1.61514,2.42004
2022-04-01,0.66082,0.99957
2022-03-31,-3.11285,-4.67908
2022-03-30,-1.24413,-1.86665
2022-03-29,2.44974,3.6719
2022-03-28,1.41878,2.13064
2022-03-25,1.00873,1.51535
2022-03-24,2.88031,4.31123
2022-03-23,-2.51476,-3.73013
2022-03-22,2.25926,3.38711
2022-03-21,-0.08747,-0.12868
2022-03-18,2.32553,3.49363
2022-03-17,2.47345,3.70717
2022-03-16,4.47551,6.71549
2022-03-15,4.28441,6.42107
2022-03-14,-1.45137,-2.17496
2022-03-11,-2.5842,-3.87779
2022-03-10,-0.85212,-1.27555
2022-03-09,5.17018,7.74349
2022-03-08,-1.45166,-2.17195
2022-03-07,-5.91102,-8.86464
2022-03-04,-1.57818,-2.3634
2022-03-03,-1.03421,-1.556
2022-03-02,3.72163,5.58753
2022-03-01,-3.08822,-4.63527
2022-02-28,-0.47771,-0.71198
2022-02-25,4.48757,6.73787
2022-02-24,3.00003,4.49729
2022-02-23,-3.68116,-5.53179
2022-02-22,-2.04522,-3.05621
2022-02-18,-1.40247,-2.1126
2022-02-17,-4.22386,-6.33211
2022-02-16,0.19877,0.29939
2022-02-15,3.17521,4.75796
2022-02-14,-0.75825,-1.14411
2022-02-11,-3.80235,-5.68433
2022-02-10,-3.60617,-5.41689
2022-02-09,2.92332,4.38627
2022-02-08,1.67308,2.51587
2022-02-07,-0.74155,-1.11497
2022-02-04,1.05389,1.58671
2022-02-03,-4.85627,-7.31896
2022-02-02,1.88416,2.82348
2022-02-01,1.36671,2.05096
2022-01-31,3.75791,5.65636
2022-01-28,4.89201,7.33341
2022-01-27,-1.06783,-1.61395
2022-01-26,-0.31462,-0.45589
2022-01-25,-2.43897,-3.65834
2022-01-24,0.56431,0.82002
2022-01-21,-3.79618,-5.67851
2022-01-20,-2.20163,-3.30204
2022-01-19,-1.95264,-2.91242
2022-01-18,-3.67422,-5.52518
2022-01-14,0.15582,0.24189
2022-01-13,-2.82881,-4.25465
2022-01-12,0.55693,0.83941
2022-01-11,1.82659,2.74113
2022-01-10,-0.29269,-0.44288
2022-01-07,-0.78158,-1.16965
2022-01-06,-0.18858,-0.2856
2022-01-05,-3.86529,-5.80155
2022-01-04,-0.11211,-0.17449
2022-01-03,1.25424,1.89859
2021-12-31,-0.52123,-0.78202
2021-12-30,-0.58334,-0.88255
2021-12-29,0.27373,0.41505
2021-12-28,-0.20223,-0.30907
2021-12-27,2.76948,4.14865
2021-12-23,1.16972,1.82423
2021-12-22,2.03965,3.06381
2021-12-21,3.56543,5.35013
2021-12-20,-2.27223,-3.426
2021-12-17,-2.05907,-3.07707
2021-12-16,-1.75109,-2.62522
2021-12-15,3.2551,4.90388
2021-12-14,-1.46113,-2.20455
2021-12-13,-1.82874,-2.74669
2021-12-10,1.90374,2.86017
2021-12-09,-1.41295,-2.13009
2021-12-08,0.60747,0.9243
2021-12-07,4.13736,6.20799
2021-12-06,2.34231,3.51436
2021-12-03,-1.69099,-2.52717
2021-12-02,2.8858,4.29498
2021-12-01,-2.34574,-3.53284
2021-11-30,-3.78067,-5.6534
2021-11-29,2.6134,3.9586
2021-11-26,-4.53259,-6.81388
2021-11-24,0.46603,0.68739
2021-11-23,0.32048,0.49249
2021-11-22,-0.62399,-0.94378
2021-11-19,-0.29008,-0.41923
2021-11-18,0.68345,1.02863
2021-11-17,-0.48274,-0.72516
2021-11-16,0.77857,1.16771
2021-11-15,0.0048,-0.00185
2021-11-12,1.46541,2.18931
2021-11-11,0.0986,0.15926
2021-11-10,-1.60864,-2.41304
2021-11-09,-0.68752,-1.03736
2021-11-08,0.16866,0.25061
2021-11-05,0.74985,1.14882
2021-11-04,0.86806,1.30326
2021-11-03,1.27616,1.92883
2021-11-02,0.7431,1.10499
2021-11-01,0.35179,0.53231
2021-10-29,0.40726,0.61689
2021-10-28,1.95982,2.94677
2021-10-27,-0.9914,-1.50487
2021-10-26,0.33474,0.53615
2021-10-25,0.95655,1.41944
2021-10-22,-0.21571,-0.33425
2021-10-21,0.59354,0.91699
2021-10-20,0.73658,1.09243
2021-10-19,1.48191,2.22026
2021-10-18,0.65473,1.00676
2021-10-15,1.49274,2.21918
2021-10-14,3.41762,5.12812
2021-10-13,0.62073,0.91552
2021-10-12,-0.48844,-0.72762
2021-10-11,-1.39101,-2.06582
2021-10-08,-0.38107,-0.57881
2021-10-07,1.69865,2.54922
2021-10-06,0.82096,1.23123
2021-10-05,2.11276,3.17456
2021-10-04,-2.5906,-3.89844
2021-10-01,2.3022,3.43683
2021-09-30,-2.38603,-3.56241
2021-09-29,0.32843,0.4943
2021-09-28,-4.0617,-6.10803
2021-09-27,-0.56311,-0.85351
2021-09-24,0.2965,0.43283
2021-09-23,2.42759,3.62451
2021-09-22,1.87238,2.84019
2021-09-21,-0.16515,-0.23943
2021-09-20,-3.39409,-5.09129
2021-09-17,-1.84261,-2.7444
2021-09-16,-0.3136,-0.47338
2021-09-15,1.69185,2.54128
2021-09-14,-1.10325,-1.64693
2021-09-13,0.45471,0.66662
2021-09-10,-1.54413,-2.30408
2021-09-09,-0.90653,-1.37451
2021-09-08,-0.26063,-0.38652
2021-09-07,-0.68931,-1.02617
2021-09-03,-0.06361,-0.09851
2021-09-02,0.59353,0.88601
2021-09-01,0.0747,0.11418
2021-08-31,-0.25588,-0.37746
2021-08-30,0.86549,1.31338
2021-08-27,1.76612,2.64534
2021-08-26,-1.16787,-1.74883
2021-08-25,0.43977,0.65716
2021-08-24,0.29858,0.43688
2021-08-23,1.7191,2.57193
2021-08-20,1.62757,2.45308
2021-08-19,0.26466,0.39499
2021-08-18,-2.12947,-3.17966
2021-08-17,-1.39111,-2.10428
2021-08-16,0.51299,0.79058
2021-08-13,0.33089,0.49737
2021-08-12,0.62973,0.95251
2021-08-11,0.49652,0.74004
2021-08-10,0.2005,0.28268
2021-08-09,-0.18001,-0.27548
2021-08-06,0.35102,0.52059
2021-08-05,1.21475,1.80502
2021-08-04,-0.9353,-1.39135
2021-08-03,1.63467,2.45133
2021-08-02,-0.38526,-0.56196
2021-07-30,-1.05638,-1.60076
2021-07-29,0.85129,1.27879
2021-07-28,-0.04531,-0.06074
2021-07-27,-0.94003,-1.41749
2021-07-26,0.47263,0.7039
2021-07-23,2.03482,3.0575
2021-07-22,0.41115,0.62257
2021-07-21,1.6395,2.45847
2021-07-20,3.01353,4.54828
2021-07-19,-3.15332,-4.76035
2021-07-16,-1.5191,-2.26163
2021-07-15,-0.66157,-0.98837
2021-07-14,0.25964,0.39028
2021-07-13,-0.70441,-1.05486
2021-07-12,0.68721,1.0229
2021-07-09,2.23747,3.37145
2021-07-08,-1.6758,-2.51617
2021-07-07,0.67382,1.0085
2021-07-06,-0.40349,-0.59606
2021-07-02,1.5208,2.28803
2021-07-01,1.05393,1.57049
2021-06-30,0.25778,0.39961
2021-06-29,0.07271,0.11044
2021-06-28,0.44698,0.68421
2021-06-25,0.67071,0.99533
2021-06-24,1.17278,1.75331
2021-06-23,-0.22266,-0.33355
2021-06-22,0.98746,1.53098
2021-06-21,2.80688,4.20344
2021-06-18,-2.62917,-3.92733
2021-06-17,-0.08606,-0.1223
2021-06-16,-1.08434,-1.61922
2021-06-15,-0.39832,-0.59889
2021-06-14,0.40714,0.61168
2021-06-11,0.38288,0.58664
2021-06-10,0.93194,1.40413
2021-06-09,-0.35418,-0.53809
2021-06-08,0.03498,0.0538
2021-06-07,-0.16692,-0.24101
2021-06-04,1.77085,2.64948
2021-06-03,-0.70544,-1.05319
2021-06-02,0.3086,0.46206
2021-06-01,-0.11465,-0.15566
2021-05-28,0.19186,0.26232
2021-05-27,0.22886,0.3628
2021-05-26,0.37545,0.5614
2021-05-25,-0.42804,-0.63759
2021-05-24,1.99779,2.99434
2021-05-21,-0.1536,-0.22967
2021-05-20,2.12266,3.18226
2021-05-19,-0.56069,-0.84628
2021-05-18,-1.68683,-2.52289
2021-05-17,-0.51569,-0.77142
2021-05-14,3.00161,4.49238
2021-05-13,2.45226,3.68689
2021-05-12,-4.26389,-6.40046
2021-05-11,-1.743,-2.60508
2021-05-10,-2.07756,-3.13175
2021-05-07,1.4976,2.25545
2021-05-06,1.65027,2.48368
2021-05-05,0.12732,0.2035
2021-05-04,-1.32898,-2.00997
2021-05-03,0.5295,0.81501
2021-04-30,-1.41543,-2.13871
2021-04-29,1.34553,2.02965
2021-04-28,-0.15952,-0.2567
2021-04-27,-0.04553,-0.06919
2021-04-26,0.35324,0.52213
2021-04-23,2.18381,3.27965
2021-04-22,-1.83201,-2.7494
2021-04-21,1.85956,2.78474
2021-04-20,-1.37038,-2.0361
2021-04-19,-1.05998,-1.60131
2021-04-16,0.71013,1.0744
2021-04-15,2.20723,3.32254
2021-04-14,-0.78306,-1.19436
2021-04-13,0.64591,0.98179
2021-04-12,-0.03021,-0.06119
2021-04-09,1.52996,2.31059
2021-04-08,0.89108,1.32622
2021-04-07,0.28604,0.44197
2021-04-06,-0.18272,-0.28414
2021-04-05,2.89691,4.35687
2021-04-01,2.33735,3.53569
2021-03-31,0.74634,1.10561
2021-03-30,-0.60654,-0.92041
2021-03-29,-0.1791,-0.27463
2021-03-26,3.31445,4.98525
2021-03-25,1.05238,1.56871
2021-03-24,-1.07765,-1.62539
2021-03-23,-1.60241,-2.32623
2021-03-22,1.41579,2.10127
2021-03-19,-0.13132,-0.16121
2021-03-18,-2.94662,-4.42493
2021-03-17,0.58156,0.86056
2021-03-16,-0.30788,-0.46747
2021-03-15,1.28872,1.94927
2021-03-12,0.24888,0.37162
2021-03-11,2.07935,3.1273
2021-03-10,1.21452,1.81952
2021-03-09,2.84646,4.26852
2021-03-08,-1.07248,-1.61577
2021-03-05,3.88335,5.85508
2021-03-04,-2.64061,-3.98585
2021-03-03,-2.61095,-3.90974
2021-03-02,-1.61419,-2.42938
2021-03-01,4.75874,7.13148
2021-02-26,-0.94094,-1.39634
2021-02-25,-4.86895,-7.31212
2021-02-24,2.26269,3.40427
2021-02-23,0.24921,0.37648
2021-02-22,-1.53886,-2.30483
2021-02-19,-0.36124,-0.54329
2021-02-18,-0.88314,-1.32785
2021-02-17,-0.02625,-0.05107
2021-02-16,-0.11197,-0.15002
2021-02-12,0.95324,1.42411
2021-02-11,0.36288,0.54826
2021-02-10,-0.07268,-0.10331
2021-02-09,-0.1854,-0.2869
2021-02-08,1.46955,2.21422
2021-02-05,0.79488,1.19492
2021-02-04,2.19129,3.27325
2021-02-03,0.19458,0.29787
2021-02-02,2.78143,4.16559
2021-02-01,3.21739,4.80693
2021-01-29,-3.8625,-5.76356
2021-01-28,1.92991,2.93859
2021-01-27,-5.11037,-7.70843
2021-01-26,-0.30313,-0.45181
2021-01-25,0.72132,1.0723
2021-01-22,-0.61673,-0.90636
2021-01-21,0.08088,0.10526
2021-01-20,2.78332,4.17703
2021-01-19,1.61209,2.43426
2021-01-15,-1.44466,-2.16184
2021-01-14,-0.73328,-1.10871
2021-01-13,0.46402,0.68248
2021-01-12,0.07636,0.12072
2021-01-11,-1.32606,-1.98052
2021-01-08,1.12173,1.67934
2021-01-07,2.99668,4.50027
2021-01-06,1.14863,1.71346
2021-01-05,1.42808,2.15328
2021-01-04,-2.93243,-4.42788
2020-12-31,1.26785,1.94825
2020-12-30,0.27694,0.41428
2020-12-29,-0.4417,-0.67384
2020-12-28,1.72989,2.60304
2020-12-24,0.72937,1.08556
2020-12-23,0.05121,0.17482
2020-12-22,-0.39913,-0.60768
2020-12-21,-0.78627,-1.1832
2020-12-18,-0.69862,-1.02908
2020-12-17,1.14722,1.72874
2020-12-16,0.34744,0.52818
2020-12-15,2.59579,3.87402
2020-12-14,-0.85079,-1.26361
2020-12-11,-0.25063,-0.37519
2020-12-10,-0.23326,-0.3854
2020-12-09,-1.61232,-2.37995
2020-12-08,0.56194,0.84004
2020-12-07,-0.39782,-0.59043
2020-12-04,1.76871,2.66397
2020-12-03,-0.09191,-0.14322
2020-12-02,0.37429,0.55688
2020-12-01,2.24148,3.37762
2020-11-30,-0.8901,-1.33557
2020-11-27,0.50122,0.74046
2020-11-25,-0.31653,-0.47603
2020-11-24,3.22273,4.83907
2020-11-23,1.14483,1.71082
2020-11-20,-1.3646,-2.04318
2020-11-19,0.80169,1.19499
2020-11-18,-2.29778,-3.42225
2020-11-17,-0.95225,-1.40311
2020-11-16,2.34055,3.48682
2020-11-13,2.74177,4.10647
2020-11-12,-1.96049,-2.94337
2020-11-11,1.5222,2.29329
2020-11-10,-0.25523,-0.37487
2020-11-09,2.38431,3.52865
2020-11-06,-0.06469,-0.07416
2020-11-05,3.92443,5.89222
2020-11-04,4.40949,6.61167
2020-11-03,3.55634,5.33998
2020-11-02,2.41357,3.67557
2020-10-30,-2.3641,-3.6117
2020-10-29,2.34574,3.59531
2020-10-28,-7.02751,-10.58604
2020-10-27,-0.61599,-0.90378
2020-10-26,-3.71975,-5.57803
2020-10-23,0.68634,1.0354
2020-10-22,1.06147,1.58707
2020-10-21,-0.42775,-0.65018
2020-10-20,0.92098,1.41244
2020-10-19,-3.24239,-4.90274
2020-10-16,0.00583,0.04023
2020-10-15,-0.29777,-0.45368
2020-10-14,-1.30208,-1.9596
2020-10-13,-1.27065,-1.89398
2020-10-12,3.26391,4.91276
2020-10-09,1.76485,2.64386
2020-10-08,1.67035,2.48963
2020-10-07,3.47869,5.22342
2020-10-06,-2.80319,-4.19234
2020-10-05,3.59705,5.41533
2020-10-02,-1.9159,-2.87716
2020-10-01,1.10417,1.62064
2020-09-30,1.62799,2.47354
2020-09-29,-0.96583,-1.41487
2020-09-28,3.23033,4.8269
2020-09-25,3.20434,4.80359
2020-09-24,0.58342,0.8932
2020-09-23,-4.7192,-7.09596
2020-09-22,2.09018,3.15428
2020-09-21,-2.30243,-3.46588
2020-09-18,-2.24968,-3.35858
2020-09-17,-1.69508,-2.5236
2020-09-16,-0.90596,-1.38271
2020-09-15,1.03997,1.57183
2020-09-14,2.6063,3.91143
2020-09-11,0.11022,0.16914
2020-09-10,-3.5101,-5.2705
2020-09-09,4.02529,6.05705
2020-09-08,-5.54014,-8.32517
2020-09-04,-1.63349,-2.44834
2020-09-03,-6.98094,-10.4907
2020-09-02,3.05867,4.62989
2020-09-01,1.56457,2.26956
2020-08-31,-0.47494,-0.64257
2020-08-28,1.35258,2.04602
2020-08-27,0.35544,0.51377
2020-08-26,2.03117,3.0563
2020-08-25,0.71439,1.07783
2020-08-24,2.02274,3.03823
2020-08-21,0.69814,1.04642
2020-08-20,0.63024,0.949
2020-08-19,-0.84913,-1.27563
2020-08-18,0.47928,0.73409
2020-08-17,0.55511,0.81731
2020-08-14,-0.01891,-0.03301
2020-08-13,-0.3653,-0.54577
2020-08-12,2.81571,4.2361
2020-08-11,-1.60594,-2.39635
2020-08-10,0.55221,0.81976
2020-08-07,0.15863,0.24326
2020-08-06,1.30924,1.95646
2020-08-05,1.27235,1.91979
2020-08-04,0.72853,1.08095
2020-08-03,1.42244,2.14935
2020-07-31,1.55842,2.33204
2020-07-30,-0.71981,-1.08375
2020-07-29,2.47615,3.72234
2020-07-28,-1.28851,-1.93941
2020-07-27,1.46688,2.20787
2020-07-24,-1.2472,-1.85792
2020-07-23,-2.44274,-3.6805
2020-07-22,1.14911,1.72915
2020-07-21,0.35073,0.50615
2020-07-20,1.66207,2.5118
2020-07-17,0.57675,0.86676
2020-07-16,-0.67815,-1.02186
2020-07-15,1.82253,2.72898
2020-07-14,2.67838,4.04633
2020-07-13,-1.85469,-2.81541
2020-07-10,2.07886,3.12937
2020-07-09,-1.0865,-1.61541
2020-07-08,1.55687,2.34481
2020-07-07,-2.14696,-3.24366
2020-07-06,3.14731,4.74747
2020-07-02,0.97582,1.4286
2020-07-01,1.07767,1.5165
2020-06-30,2.98456,4.61843
2020-06-29,2.94771,4.42954
2020-06-26,-4.82513,-7.26101
2020-06-25,2.18325,3.28852
2020-06-24,-5.15962,-7.75647
2020-06-23,0.86785,1.28895
2020-06-22,1.29035,1.94176
2020-06-19,-1.10608,-1.64674
2020-06-18,0.11149,0.17751
2020-06-17,-0.74252,-1.08839
2020-06-16,3.80237,5.69248
2020-06-15,1.69166,2.49465
2020-06-12,2.62415,3.99824
2020-06-11,-11.73584,-17.65715
2020-06-10,-1.07105,-1.59293
2020-06-09,-1.53947,-2.32243
2020-06-08,2.40668,3.60928
2020-06-05,5.21776,7.85794
2020-06-04,-0.62016,-0.9575
2020-06-03,2.72802,4.11607
2020-06-02,1.64597,2.46554
2020-06-01,0.76485,1.13411
2020-05-29,0.96171,1.47537
2020-05-28,-0.39726,-0.60532
2020-05-27,2.96317,4.44055
2020-05-26,2.45085,3.67592
2020-05-22,0.47711,0.74928
2020-05-21,-1.52126,-2.32537
2020-05-20,3.37011,5.0478
2020-05-19,-2.07762,-3.12343
2020-05-18,6.26768,9.46254
2020-05-15,0.82305,1.20783
2020-05-14,2.34719,3.50707
2020-05-13,-3.49419,-5.22822
2020-05-12,-4.06799,-6.12154
2020-05-11,0.02882,0.0433
2020-05-08,3.38596,5.10511
2020-05-07,2.37044,3.5425
2020-05-06,-1.3785,-2.07612
2020-05-05,1.81012,2.70552
2020-05-04,0.78161,1.24782
2020-05-01,-5.54024,-8.37756
2020-04-30,-1.85343,-2.77716
2020-04-29,5.29957,7.97032
2020-04-28,-1.0295,-1.57398
2020-04-27,2.92558,4.40369
2020-04-24,2.78478,4.17457
2020-04-23,-0.08902,-0.15506
2020-04-22,4.56278,6.8718
2020-04-21,-6.12484,-9.20003
2020-04-20,-3.57772,-5.37688
2020-04-17,5.37116,8.04712
2020-04-16,1.11522,1.71015
2020-04-15,-4.37431,-6.59672
2020-04-14,6.097,9.19625
2020-04-13,-1.99595,-3.03878
2020-04-09,2.93975,4.3736
2020-04-08,6.80905,10.24313
2020-04-07,-0.2156,-0.47457
2020-04-06,13.90573,21.02558
2020-04-03,-2.98225,-4.50412
2020-04-02,4.60752,6.88841
2020-04-01,-8.86653,-13.26191
2020-03-31,-3.16162,-4.79026
2020-03-30,6.67012,10.06621
2020-03-27,-6.58913,-10.05986
2020-03-26,12.32802,18.65391
2020-03-25,2.15907,3.25508
2020-03-24,18.72371,28.06592
2020-03-23,-5.83858,-8.78724
2020-03-20,-8.71012,-13.06456
2020-03-19,0.88314,1.34927
2020-03-18,-10.34893,-15.54652
2020-03-17,11.91752,18.06279
2020-03-16,-23.78173,-35.91698
2020-03-13,18.53516,27.90088
2020-03-12,-19.00671,-28.50994
2020-03-11,-9.76269,-14.6518
2020-03-10,9.90993,14.81484
2020-03-09,-15.23384,-22.80852
2020-03-06,-3.40525,-5.12129
2020-03-05,-6.75243,-10.14706
2020-03-04,8.43442,12.66359
2020-03-03,-5.63193,-8.44657
2020-03-02,9.15425,13.75559
2020-02-28,-1.56151,-2.42299
2020-02-27,-8.83178,-13.23609
2020-02-26,-0.76207,-1.1469
2020-02-25,-6.0603,-9.09389
2020-02-24,-6.68681,-10.03504
2020-02-21,-2.10071,-3.15761
2020-02-20,-0.78064,-1.17157
2020-02-19,0.96526,1.44803
2020-02-18,-0.58241,-0.87682
2020-02-14,0.38342,0.58317
2020-02-13,-0.28098,-0.4386
2020-02-12,1.28959,1.93371
2020-02-11,0.33633,0.50287
2020-02-10,1.48249,2.22427
2020-02-07,-1.05098,-1.57614
2020-02-06,0.67654,1.00894
2020-02-05,2.24964,3.36767
2020-02-04,2.99269,4.48273
2020-02-03,1.44416,2.16283
2020-01-31,-3.54215,-5.30772
2020-01-30,0.63648,0.94714
2020-01-29,-0.17808,-0.27015
2020-01-28,2.01427,3.01171
2020-01-27,-3.16526,-4.74321
2020-01-24,-1.81088,-2.72031
2020-01-23,0.22244,0.32616
2020-01-22,0.05337,0.08105
2020-01-21,-0.53122,-0.80499
2020-01-17,0.75634,1.14368
2020-01-16,1.65242,2.46868
2020-01-15,0.3756,0.5574
2020-01-14,-0.29387,-0.44173
2020-01-13,1.38205,2.07476
2020-01-10,-0.57952,-0.87118
2020-01-09,1.36218,2.03649
2020-01-08,0.98353,1.46858
2020-01-07,-0.5505,-0.82685
2020-01-06,0.69809,1.04561
2020-01-03,-1.40715,-2.10727
2020-01-02,1.68769,2.51552
2019-12-31,0.5858,0.88314
2019-12-30,-1.14807,-1.72687
2019-12-27,-0.00224,-0.00311
2019-12-26,1.02214,1.52425
2019-12-24,-0.20946,-0.19534
2019-12-23,0.16012,0.22983
2019-12-20,0.98319,1.48191
2019-12-19,0.87946,1.31576
2019-12-18,-0.07121,-0.11845
2019-12-17,0.05418,0.08859
2019-12-16,1.4219,2.12606
2019-12-13,0.04123,0.06035
2019-12-12,1.71956,2.58474
2019-12-11,0.57649,0.85857
2019-12-10,-0.22447,-0.34225
2019-12-09,-0.62735,-0.94005
2019-12-06,1.83135,2.73908
2019-12-05,0.32759,0.49324
2019-12-04,1.2766,1.91341
2019-12-03,-1.33077,-2.00222
2019-12-02,-1.72739,-2.60022
2019-11-29,-0.7703,-1.14749
2019-11-27,0.84681,1.25484
2019-11-26,0.42873,0.63923
2019-11-25,1.51256,2.26403
2019-11-22,0.42992,0.64185
2019-11-21,-0.32852,-0.49497
2019-11-20,-0.7232,-1.0897
2019-11-19,-0.11331,-0.17342
2019-11-18,0.09925,0.14209
2019-11-15,1.54776,2.34287
2019-11-14,0.20921,0.29169
2019-11-13,0.13002,0.21111
2019-11-12,0.32611,0.47316
2019-11-11,-0.397,-0.60006
2019-11-08,0.52971,0.80105
2019-11-07,0.62062,0.90729
2019-11-06,0.1316,0.21491
2019-11-05,-0.24068,-0.36238
2019-11-04,0.7347,1.08225
2019-11-01,1.93215,2.91295
2019-10-31,-0.61035,-0.93363
2019-10-30,0.62163,0.95973
2019-10-29,-0.12716,-0.2223
2019-10-28,1.10414,1.65131
2019-10-25,0.80811,1.19613
2019-10-24,0.35192,0.54828
2019-10-23,0.5771,0.83824
2019-10-22,-0.71811,-1.07622
2019-10-21,1.37071,2.05257
2019-10-18,-0.79896,-1.19196
2019-10-17,0.54843,0.80703
2019-10-16,-0.3924,-0.58834
2019-10-15,1.98525,2.97411
2019-10-14,-0.27389,-0.42048
2019-10-11,2.17478,3.2855
2019-10-10,1.27126,1.86574
2019-10-09,1.87247,2.80799
2019-10-08,-3.11676,-4.67484
2019-10-07,-0.90283,-1.35738
2019-10-04,2.81736,4.24501
2019-10-03,1.61344,2.42208
2019-10-02,-3.58197,-5.39068
2019-10-01,-2.44377,-3.67288
2019-09-30,0.99827,1.50597
2019-09-27,-1.05001,-1.57267
2019-09-26,-0.49532,-0.7535
2019-09-25,1.21416,1.82682
2019-09-24,-1.65627,-2.51113
2019-09-23,-0.0385,-0.0534
2019-09-20,-0.97606,-1.47317
2019-09-19,-0.01525,-0.01753
2019-09-18,0.06867,0.08775
2019-09-17,0.5061,0.76039
2019-09-16,-0.63243,-0.94587
2019-09-13,-0.10656,-0.1574
2019-09-12,0.59724,0.86435
2019-09-11,1.43689,2.16255
2019-09-10,0.04662,0.09019
2019-09-09,0.0,-0.01803
2019-09-06,0.17904,0.25312
2019-09-05,2.60383,3.9271
2019-09-04,2.1874,3.2596
2019-09-03,-1.33677,-2.05245
2019-08-30,0.09673,0.1904
2019-08-29,2.5374,3.79447
2019-08-28,1.32317,1.97501
2019-08-27,-0.68203,-0.99761
2019-08-26,2.21032,3.3189
2019-08-23,-5.19062,-7.7932
2019-08-22,-0.11271,-0.18972
2019-08-21,1.63653,2.4689
2019-08-20,-1.57055,-2.37237
2019-08-19,2.41689,3.61849
2019-08-16,2.91171,4.37192
2019-08-15,0.50337,0.74442
2019-08-14,-5.83273,-8.72027
2019-08-13,2.99545,4.47643
2019-08-12,-2.40653,-3.61148
2019-08-09,-1.31495,-1.95676
2019-08-08,3.79684,5.67152
2019-08-07,0.14082,0.21709
2019-08-06,2.64433,3.89584
2019-08-05,-5.97218,-8.94324
2019-08-02,-1.4575,-2.17352
2019-08-01,-1.80257,-2.70126
2019-07-31,-2.18691,-3.29954
2019-07-30,-0.50444,-0.75047
2019-07-29,-0.34514,-0.50908
2019-07-26,1.43075,2.20257
2019-07-25,-1.05422,-1.62088
2019-07-24,0.93486,1.40138
2019-07-23,1.37926,2.03001
2019-07-22,0.53451,0.8366
2019-07-19,-1.20915,-1.85185
2019-07-18,0.70906,1.04148
2019-07-17,-1.31579,-1.97266
2019-07-16,-0.69486,-1.02757
2019-07-15,0.03778,0.03426
2019-07-12,0.91498,1.38961
2019-07-11,0.43651,0.64685
2019-07-10,0.9041,1.32861
2019-07-09,0.27896,0.44484
2019-07-08,-1.0125,-1.47265
2019-07-05,-0.32113,-0.52319
2019-07-03,1.5608,2.31977
2019-07-02,0.55438,0.84578
2019-07-01,1.58642,2.30118
2019-06-28,1.11485,1.7038
2019-06-27,0.74337,1.13615
2019-06-26,-0.24182,-0.37729
2019-06-25,-2.13773,-3.0364
2019-06-24,-0.33021,0.0
2019-06-21,-0.2666,-0.36252
2019-06-20,1.88544,2.81401
2019-06-19,0.54623,0.86466
2019-06-18,1.96576,2.90135
2019-06-17,0.15587,0.27153
2019-06-14,-0.29445,-0.46332
2019-06-13,0.84131,1.27077
2019-06-12,-0.41071,-0.62172
2019-06-11,-0.06567,-0.11644
2019-06-10,0.91956,1.37714
2019-06-07,2.08034,3.14529
2019-06-06,1.25011,1.88133
2019-06-05,1.6626,2.45711
2019-06-04,4.30361,6.42471
2019-06-03,-0.55977,-0.84935
2019-05-31,-2.62857,-3.90893
2019-05-30,0.43263,0.60501
2019-05-29,-1.37583,-2.07364
2019-05-28,-1.73697,-2.5567
2019-05-24,0.3176,0.43487
2019-05-23,-2.41246,-3.61277
2019-05-22,-0.58294,-0.85098
2019-05-21,1.71099,2.53653
2019-05-20,-1.35361,-2.04731
2019-05-17,-1.1889,-1.73828
2019-05-16,1.80718,2.68753
2019-05-15,1.19939,1.79665
2019-05-14,1.64275,2.42576
2019-05-13,-4.87705,-7.25369
2019-05-10,0.83762,1.19725
2019-05-09,-0.57718,-0.8562
2019-05-08,-0.32054,-0.48412
2019-05-07,-3.32141,-4.9862
2019-05-06,-0.87429,-1.32534
2019-05-03,1.93497,2.89557
2019-05-02,-0.44761,-0.68646
2019-05-01,-1.51145,-2.24882
2019-04-30,0.16559,0.25455
2019-04-29,0.22127,0.32835
2019-04-26,0.93324,1.38709
2019-04-25,-0.11154,-0.16617
2019-04-24,-0.45209,-0.67853
2019-04-23,1.7677,2.65437
2019-04-22,0.18599,0.28318
2019-04-18,0.32452,0.45515
2019-04-17,-0.48442,-0.7155
2019-04-16,0.09698,0.13198
2019-04-15,-0.1372,-0.20696
2019-04-12,1.33301,1.99578
2019-04-11,-0.0327,-0.05754
2019-04-10,0.69147,1.04651
2019-04-09,-1.13128,-1.733
2019-04-08,0.18754,0.30564
2019-04-05,0.92166,1.3749
2019-04-04,0.44635,0.62354
2019-04-03,0.39834,0.62745
2019-04-02,0.0083,0.0
2019-04-01,2.31827,3.44828
2019-03-29,1.32507,2.00703
2019-03-28,0.7193,1.0665
2019-03-27,-0.95279,-1.40206
2019-03-26,1.43666,2.14827
2019-03-25,-0.17384,-0.27305
2019-03-22,-3.7963,-5.68542
2019-03-21,2.16128,3.20998
2019-03-20,-0.7882,-1.07201
2019-03-19,-0.01695,-0.04044
2019-03-18,0.7255,1.08318
2019-03-15,0.99129,1.49347
2019-03-14,-0.13773,-0.22765
2019-03-13,1.37883,2.0917
2019-03-12,0.61463,0.89533
2019-03-11,2.91885,4.3604
2019-03-08,-0.42293,-0.61906
2019-03-07,-1.62875,-2.43745
2019-03-06,-1.29314,-1.96659
2019-03-05,-0.23536,-0.3372
2019-03-04,-0.77841,-1.18701
