Date,SPX Close,SPXTR Close,RF Rate
1989-09-11,347.6600036621094,369.5499877929688,0.033
1989-09-12,348.70001220703125,370.6900024414063,0.033
1989-09-13,345.4599914550781,367.25,0.033
1989-09-14,343.1600036621094,364.8299865722656,0.033
1989-09-15,345.0599975585937,366.8599853515625,0.033
1989-09-18,346.7300109863281,368.6499938964844,0.033
1989-09-19,346.54998779296875,368.6199951171875,0.033
1989-09-20,346.4700012207031,368.5400085449219,0.033
1989-09-21,345.70001220703125,367.7799987792969,0.033
1989-09-22,347.04998779296875,369.2200012207031,0.033
1989-09-25,344.2300109863281,366.3800048828125,0.033
1989-09-26,344.3299865722656,366.5,0.033
1989-09-27,345.1000061035156,367.3299865722656,0.033
1989-09-28,348.6000061035156,371.1199951171875,0.033
1989-09-29,349.1499938964844,371.739990234375,0.033
1989-10-02,350.8699951171875,373.5899963378906,0.031
1989-10-03,354.7099914550781,377.8299865722656,0.031
1989-10-04,356.94000244140625,380.260009765625,0.031
1989-10-05,356.9700012207031,380.2999877929688,0.031
1989-10-06,358.7799987792969,382.25,0.031
1989-10-09,359.79998779296875,383.3399963378906,0.031
1989-10-10,359.1300048828125,382.6300048828125,0.031
1989-10-11,356.989990234375,380.3599853515625,0.031
1989-10-12,355.3900146484375,378.6499938964844,0.031
1989-10-13,333.6499938964844,355.489990234375,0.031
1989-10-16,342.8500061035156,365.3599853515625,0.031
1989-10-17,341.1600036621094,363.5799865722656,0.031
1989-10-18,341.760009765625,364.2200012207031,0.031
1989-10-19,347.1300048828125,369.9500122070313,0.031
1989-10-20,347.1600036621094,369.989990234375,0.031
1989-10-23,344.8299865722656,367.5499877929688,0.031
1989-10-24,343.70001220703125,366.3500061035156,0.031
1989-10-25,342.5,365.1199951171875,0.031
1989-10-26,337.92999267578125,360.3200073242188,0.031
1989-10-27,335.0599975585937,357.260009765625,0.031
1989-10-30,335.07000732421875,357.3299865722656,0.031
1989-10-31,340.3599853515625,363.1099853515625,0.031
1989-11-01,341.20001220703125,364.010009765625,0.033
1989-11-02,338.4800109863281,361.30999755859375,0.033
1989-11-03,337.6199951171875,360.4100036621094,0.033
1989-11-06,332.6099853515625,355.19000244140625,0.033
1989-11-07,334.8099975585937,357.69000244140625,0.033
1989-11-08,338.1499938964844,361.2799987792969,0.033
1989-11-09,336.57000732421875,359.70001220703125,0.033
1989-11-10,339.1000061035156,362.5,0.033
1989-11-13,339.54998779296875,363.1199951171875,0.033
1989-11-14,337.989990234375,361.5,0.033
1989-11-15,340.5400085449219,364.25,0.033
1989-11-16,340.5799865722656,364.3599853515625,0.033
1989-11-17,341.6099853515625,365.5,0.033
1989-11-20,339.3500061035156,363.1300048828125,0.033
1989-11-21,339.5899963378906,363.3900146484375,0.033
1989-11-22,341.9100036621094,365.8699951171875,0.033
1989-11-24,343.9700012207031,368.1199951171875,0.033
1989-11-27,345.6099853515625,370.0400085449219,0.033
1989-11-28,345.7699890136719,370.2699890136719,0.033
1989-11-29,343.6000061035156,367.9500122070313,0.033
1989-11-30,345.989990234375,370.510009765625,0.033
1989-12-01,350.6300048828125,375.5199890136719,0.03
1989-12-04,351.4100036621094,376.5199890136719,0.03
1989-12-05,349.5799865722656,374.6199951171875,0.03
1989-12-06,348.54998779296875,373.5199890136719,0.03
1989-12-07,347.5899963378906,372.5199890136719,0.03
1989-12-08,348.69000244140625,373.7000122070313,0.03
1989-12-11,348.5599975585937,373.7200012207031,0.03
1989-12-12,351.7300109863281,377.1499938964844,0.03
1989-12-13,352.75,378.25,0.03
1989-12-14,350.92999267578125,376.2999877929688,0.03
1989-12-15,350.1400146484375,375.3800048828125,0.03
1989-12-18,343.69000244140625,368.5700073242188,0.03
1989-12-19,342.4599914550781,367.2699890136719,0.03
1989-12-20,342.8399963378906,367.6900024414063,0.03
1989-12-21,344.7799987792969,369.7799987792969,0.03
1989-12-22,347.4200134277344,372.80999755859375,0.03
1989-12-26,346.8099975585937,372.2300109863281,0.03
1989-12-27,348.8099975585937,374.3800048828125,0.03
1989-12-28,350.6700134277344,376.3800048828125,0.03
1989-12-29,353.3999938964844,379.4100036621094,0.03
1990-01-02,359.69000244140625,386.1600036621094,0.026
1990-01-03,358.760009765625,385.1700134277344,0.026
1990-01-04,355.6700134277344,382.0199890136719,0.026
1990-01-05,352.20001220703125,378.2999877929688,0.026
1990-01-08,353.7900085449219,380.0400085449219,0.026
1990-01-09,349.6199951171875,375.55999755859375,0.026
1990-01-10,347.3099975585937,373.0899963378906,0.026
1990-01-11,348.5299987792969,374.3999938964844,0.026
1990-01-12,339.92999267578125,365.2200012207031,0.026
1990-01-15,337.0,362.0799865722656,0.026
1990-01-16,340.75,366.1199951171875,0.026
1990-01-17,337.3999938964844,362.5400085449219,0.026
1990-01-18,338.19000244140625,363.3800048828125,0.026
1990-01-19,339.1499938964844,364.4299926757813,0.026
1990-01-22,330.3800048828125,355.0400085449219,0.026
1990-01-23,331.6099853515625,356.3599853515625,0.026
1990-01-24,330.260009765625,348.44000244140625,0.026
1990-01-25,326.0799865722656,350.5199890136719,0.026
1990-01-26,325.79998779296875,350.25,0.026
1990-01-29,325.20001220703125,349.6700134277344,0.026
1990-01-30,322.9800109863281,347.3800048828125,0.026
1990-01-31,329.0799865722656,353.94000244140625,0.026
1990-02-01,328.7900085449219,353.67999267578125,0.03
1990-02-02,330.9200134277344,356.0299987792969,0.03
1990-02-05,331.8500061035156,357.2799987792969,0.03
1990-02-06,329.6600036621094,355.04998779296875,0.03
1990-02-07,333.75,359.5299987792969,0.03
1990-02-08,332.9599914550781,358.70001220703125,0.03
1990-02-09,333.6199951171875,359.5799865722656,0.03
1990-02-12,330.0799865722656,355.8900146484375,0.03
1990-02-13,331.0199890136719,357.010009765625,0.03
1990-02-14,332.010009765625,358.1000061035156,0.03
1990-02-15,334.8900146484375,361.2300109863281,0.03
1990-02-16,332.7200012207031,358.989990234375,0.03
1990-02-20,327.989990234375,353.9100036621094,0.03
1990-02-21,327.6700134277344,353.57000732421875,0.03
1990-02-22,325.70001220703125,351.4800109863281,0.03
1990-02-23,324.1499938964844,349.8999938964844,0.03
1990-02-26,328.6700134277344,354.8800048828125,0.03
1990-02-27,330.260009765625,356.6600036621094,0.03
1990-02-28,331.8900146484375,358.5,0.03
1990-03-01,332.739990234375,359.4599914550781,0.029
1990-03-02,335.5400085449219,362.489990234375,0.029
1990-03-05,333.739990234375,360.6799926757813,0.029
1990-03-06,337.92999267578125,365.239990234375,0.029
1990-03-07,336.95001220703125,364.1900024414063,0.029
1990-03-08,340.2699890136719,367.7900085449219,0.029
1990-03-09,337.92999267578125,365.4200134277344,0.029
1990-03-12,338.6700134277344,366.239990234375,0.029
1990-03-13,336.0,363.3699951171875,0.029
1990-03-14,336.8699951171875,364.3200073242188,0.029
1990-03-15,338.07000732421875,365.6300048828125,0.029
1990-03-16,341.9100036621094,369.7900085449219,0.029
1990-03-19,343.5299987792969,371.55999755859375,0.029
1990-03-20,341.57000732421875,369.4700012207031,0.029
1990-03-21,339.739990234375,367.489990234375,0.029
1990-03-22,335.69000244140625,363.1099853515625,0.029
1990-03-23,337.2200012207031,364.7699890136719,0.029
1990-03-26,337.6300048828125,365.4400024414063,0.029
1990-03-27,341.5,369.6400146484375,0.029
1990-03-28,342.0,370.1900024414063,0.029
1990-03-29,340.7900085449219,368.8800048828125,0.029
1990-03-30,339.94000244140625,368.0,0.029
1990-04-02,338.70001220703125,366.7200012207031,0.034
1990-04-03,343.6400146484375,372.1300048828125,0.034
1990-04-04,341.0899963378906,369.5299987792969,0.034
1990-04-05,340.7300109863281,369.1499938964844,0.034
1990-04-06,340.0799865722656,368.4800109863281,0.034
1990-04-09,341.3699951171875,369.8900146484375,0.034
1990-04-10,342.07000732421875,370.6499938964844,0.034
1990-04-11,341.9200134277344,370.489990234375,0.034
1990-04-12,344.3399963378906,373.1400146484375,0.034
1990-04-16,344.739990234375,373.6099853515625,0.034
1990-04-17,344.67999267578125,373.5499877929688,0.034
1990-04-18,340.7200012207031,369.2799987792969,0.034
1990-04-19,338.0899963378906,366.4299926757813,0.034
1990-04-20,335.1199951171875,363.2200012207031,0.034
1990-04-23,331.04998779296875,358.8500061035156,0.034
1990-04-24,330.3599853515625,358.1300048828125,0.034
1990-04-25,332.0299987792969,359.9800109863281,0.034
1990-04-26,332.9200134277344,361.0,0.034
1990-04-27,329.1099853515625,356.8800048828125,0.034
1990-04-30,330.79998779296875,358.82000732421875,0.034
1990-05-01,332.25,360.4800109863281,0.031
1990-05-02,334.4800109863281,362.9200134277344,0.031
1990-05-03,335.57000732421875,364.2099914550781,0.031
1990-05-04,338.3900146484375,367.4599914550781,0.031
1990-05-07,340.5299987792969,369.8999938964844,0.031
1990-05-08,342.010009765625,371.6400146484375,0.031
1990-05-09,342.8599853515625,372.6400146484375,0.031
1990-05-10,343.82000732421875,373.739990234375,0.031
1990-05-11,352.0,382.7200012207031,0.031
1990-05-14,354.75,385.8900146484375,0.031
1990-05-15,354.2799987792969,385.3999938964844,0.031
1990-05-16,354.0,385.1799926757813,0.031
1990-05-17,354.4700012207031,385.7099914550781,0.031
1990-05-18,354.6400146484375,385.8999938964844,0.031
1990-05-21,358.0,389.6400146484375,0.031
1990-05-22,358.42999267578125,390.3299865722656,0.031
1990-05-23,359.2900085449219,391.2799987792969,0.031
1990-05-24,358.4100036621094,390.3699951171875,0.031
1990-05-25,354.5799865722656,386.3800048828125,0.031
1990-05-29,360.6499938964844,393.0799865722656,0.031
1990-05-30,360.8599853515625,393.3200073242188,0.031
1990-05-31,361.2300109863281,393.7999877929688,0.031
1990-06-01,363.1600036621094,395.9400024414063,0.03
1990-06-04,367.3999938964844,400.6400146484375,0.03
1990-06-05,366.6400146484375,399.8599853515625,0.03
1990-06-06,364.9599914550781,398.0499877929688,0.03
1990-06-07,363.1499938964844,396.0899963378906,0.03
1990-06-08,358.7099914550781,391.260009765625,0.03
1990-06-11,361.6300048828125,394.6099853515625,0.03
1990-06-12,366.25,399.6700134277344,0.03
1990-06-13,364.8999938964844,398.2099914550781,0.03
1990-06-14,362.8999938964844,396.0400085449219,0.03
1990-06-15,362.9100036621094,396.05999755859375,0.03
1990-06-18,356.8800048828125,389.5,0.03
1990-06-19,358.4700012207031,391.2699890136719,0.03
1990-06-20,359.1000061035156,391.9599914550781,0.03
1990-06-21,360.4700012207031,393.4599914550781,0.03
1990-06-22,355.42999267578125,387.9599914550781,0.03
1990-06-25,352.3099975585937,384.7799987792969,0.03
1990-06-26,352.0599975585937,384.5199890136719,0.03
1990-06-27,355.1400146484375,387.8900146484375,0.03
1990-06-28,357.6300048828125,390.6400146484375,0.03
1990-06-29,358.0199890136719,391.1400146484375,0.03
1990-07-02,359.5400085449219,392.80999755859375,0.032
1990-07-03,360.1600036621094,393.6600036621094,0.032
1990-07-05,355.67999267578125,388.8200073242188,0.032
1990-07-06,358.4200134277344,391.8200073242188,0.032
1990-07-09,359.5199890136719,393.0499877929688,0.032
1990-07-10,356.489990234375,389.75,0.032
1990-07-11,361.2300109863281,394.9299926757813,0.032
1990-07-12,365.4400024414063,399.5299987792969,0.032
1990-07-13,367.30999755859375,401.5799865722656,0.032
1990-07-16,368.9500122070313,403.4599914550781,0.032
1990-07-17,367.5199890136719,401.8999938964844,0.032
1990-07-18,364.2200012207031,398.30999755859375,0.032
1990-07-19,365.3200073242188,399.5199890136719,0.032
1990-07-20,361.6099853515625,395.4599914550781,0.032
1990-07-23,355.3099975585937,388.6099853515625,0.032
1990-07-24,355.7900085449219,389.1400146484375,0.032
1990-07-25,357.0899963378906,390.5899963378906,0.032
1990-07-26,355.9100036621094,389.3299865722656,0.032
1990-07-27,353.44000244140625,386.7000122070313,0.032
1990-07-30,355.54998779296875,389.1000061035156,0.032
1990-07-31,356.1499938964844,389.8900146484375,0.032
1990-08-01,355.5199890136719,389.2200012207031,0.028
1990-08-02,351.4800109863281,384.8599853515625,0.028
1990-08-03,344.8599853515625,377.6700134277344,0.028
1990-08-06,334.42999267578125,366.510009765625,0.028
1990-08-07,334.8299865722656,367.1099853515625,0.028
1990-08-08,338.3500061035156,370.9800109863281,0.028
1990-08-09,339.94000244140625,372.80999755859375,0.028
1990-08-10,335.5199890136719,368.0700073242188,0.028
1990-08-13,338.8399963378906,371.8299865722656,0.028
1990-08-14,339.3900146484375,372.489990234375,0.028
1990-08-15,340.0599975585937,373.25,0.028
1990-08-16,332.3900146484375,364.9100036621094,0.028
